,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Anthony Armstrong,5,21.00,0,0,0,0,0,0,2,19,0,0,7,103,2,0,0,0
Andrew Hawkins,7,21.00,0,0,0,0,0,0,5,25,0,0,23,263,0,0,0,0
Randy McMichael,6,21.00,0,0,0,0,0,0,0,0,0,0,30,271,0,0,0,0
Austin Pettis,5,21.00,0,0,0,0,0,0,1,-6,0,0,27,256,0,0,0,0
Eddie Royal,6,21.00,0,0,0,0,0,0,7,48,0,0,19,155,1,0,0,0
Jacob Tamme,11,21.00,0,0,0,0,0,0,0,0,0,0,19,177,1,0,0,0
Curtis Brinkley,6,20.00,0,0,0,0,0,0,30,101,1,0,7,41,0,1,0,0
A.J. Feeley,5,20.00,97,53,548,1,2,0,3,4,0,0,0,0,0,0,2,0
Brian Leonard,7,20.00,0,0,0,0,0,0,17,85,0,0,22,210,0,0,0,0
Le'Ron McClain,6,20.00,0,0,0,0,0,0,15,51,1,0,14,82,1,0,0,0
Joe McKnight,8,20.00,0,0,0,0,0,0,43,134,0,0,13,139,0,0,2,0
Darrel Young,5,20.00,0,0,0,0,0,0,6,33,1,0,15,146,0,0,0,0
Anthony Dixon,7,19.00,0,0,0,0,0,0,29,87,2,0,1,6,0,0,0,0
Craig Stevens,6,19.00,0,0,0,0,0,0,0,0,0,0,9,166,1,0,0,0
T.J. Houshmandzadeh,8,18.00,0,0,0,0,0,0,0,0,0,0,11,146,1,0,0,0
Zach Miller,6,18.00,0,0,0,0,0,0,0,0,0,0,25,233,0,0,0,0
Leonard Hankerson,5,17.00,0,0,0,0,0,0,0,0,0,0,13,163,0,1,0,0
Clay Harbor,7,17.00,0,0,0,0,0,0,0,0,0,0,13,163,1,0,0,0
Deji Karim,9,17.00,0,0,0,0,0,0,63,130,0,0,14,120,0,0,0,0
Ricardo Lockette,6,16.00,0,0,0,0,0,0,0,0,0,0,2,105,1,0,0,0
Alfonso Smith,6,16.00,0,0,0,0,0,0,30,102,1,0,3,21,0,0,0,0
Chester Taylor,6,16.00,0,0,0,0,0,0,20,77,1,0,14,91,0,0,0,0
Braylon Edwards,7,15.00,0,0,0,0,0,0,0,0,0,0,15,181,0,0,0,0
Jesse Holley,5,15.00,0,0,0,0,0,0,0,0,0,0,7,169,0,0,0,0
Stephen McGee,5,15.00,38,24,182,1,0,0,4,28,0,0,0,0,0,0,0,0
Steve Smith,7,15.00,0,0,0,0,0,0,0,0,0,0,11,124,1,0,0,0
Travis Beckum,7,14.00,0,0,0,0,0,0,0,0,0,0,5,93,1,0,0,0
Josh Johnson,8,14.00,36,19,246,1,2,0,11,67,0,0,0,0,0,0,1,0
Ovie Mughelli,8,14.00,0,0,0,0,0,0,2,1,0,0,4,25,2,0,0,0
Alex Smith,5,14.00,0,0,0,0,0,0,0,0,0,0,14,131,1,0,0,0
Matt Spaeth,8,14.00,0,0,0,0,0,0,0,0,0,0,7,50,2,0,0,0
Patrick Turner,8,14.00,0,0,0,0,0,0,0,0,0,0,8,96,1,0,0,0
Ronnie Brown,7,13.00,0,0,0,0,0,0,42,136,1,0,0,0,0,0,1,0
Jake Delhomme,11,13.00,28,18,211,1,0,0,0,0,0,0,0,0,0,0,1,0
Jacob Hester,6,13.00,0,0,0,0,0,0,28,90,0,0,12,48,1,0,0,0
Bryant Johnson,11,13.00,0,0,0,0,0,0,1,1,0,0,6,90,1,0,0,0
Dion Lewis,7,13.00,0,0,0,0,0,0,23,102,1,0,1,-3,0,0,1,0
Mike Sims-Walker,9,13.00,0,0,0,0,0,0,0,0,0,0,12,150,0,0,0,0
Phillip Tanner,5,13.00,0,0,0,0,0,0,22,76,1,0,2,19,0,0,0,0
Charlie Whitehurst,6,13.00,56,27,298,1,1,0,4,13,0,0,0,0,0,0,1,0
David Anderson,5,12.00,0,0,0,0,0,0,0,0,0,0,7,79,1,0,0,0
Jamaal Charles,6,12.00,0,0,0,0,0,0,12,83,0,0,5,9,1,0,1,0
Anthony McCoy,6,12.00,0,0,0,0,0,0,0,0,0,0,13,146,0,0,0,0
Bruce Miller,7,12.00,0,0,0,0,0,0,4,8,0,0,11,83,1,0,0,0
Brandon Myers,8,12.00,0,0,0,0,0,0,0,0,0,0,16,151,0,0,0,0
Kevin Ogletree,5,12.00,0,0,0,0,0,0,2,3,0,0,15,164,0,0,1,0
Steve Slaton,5,12.00,0,0,0,0,0,0,24,84,1,0,3,3,0,0,0,0
Lex Hilliard,5,11.00,0,0,0,0,0,0,16,41,1,0,5,49,0,0,0,0
Derrick Mason,11,11.00,0,0,0,0,0,0,0,0,0,0,19,170,0,0,0,0
John Phillips,5,11.00,0,0,0,0,0,0,0,0,0,0,15,101,1,0,0,0
Terrence Austin,5,10.00,0,0,0,0,0,0,0,0,0,0,12,137,0,0,1,0
Donnie Avery,5,10.00,0,0,0,0,0,0,0,0,0,0,3,45,1,0,0,0
Martellus Bennett,5,10.00,0,0,0,0,0,0,0,0,0,0,17,144,0,0,0,0
John Clay,11,10.00,0,0,0,0,0,0,10,41,1,0,0,0,0,0,0,0
Terrance Copper,6,10.00,0,0,0,0,0,0,0,0,0,0,8,114,0,0,0,0
Jonathan Dwyer,11,10.00,0,0,0,0,0,0,16,123,0,0,1,6,0,0,0,0
Domenik Hixon,7,10.00,0,0,0,0,0,0,0,0,0,0,4,50,1,0,0,0
David Johnson,11,10.00,0,0,0,0,0,0,0,0,0,0,12,91,1,0,0,0
Jeremiah Johnson,6,10.00,0,0,0,0,0,0,14,77,0,0,7,62,0,0,0,0
Bear Pascoe,7,10.00,0,0,0,0,0,0,0,0,0,0,12,136,0,0,0,0
Michael Robinson,6,10.00,0,0,0,0,0,0,4,7,0,0,9,74,1,0,1,0
Shane Vereen,7,10.00,0,0,0,0,0,0,15,57,1,0,0,0,0,0,0,0
Greg Camarillo,9,9.00,0,0,0,0,0,0,0,0,0,0,9,121,0,0,0,0
Jamie Harper,6,9.00,0,0,0,0,0,0,17,44,1,0,4,32,0,0,1,0
Rob Housler,6,9.00,0,0,0,0,0,0,0,0,0,0,12,133,0,0,1,0
Sam Hurd,8,9.00,0,0,0,0,0,0,0,0,0,0,8,109,0,0,0,0
Donald Lee,7,9.00,0,0,0,0,0,0,0,0,0,0,11,115,0,0,0,0
Mossis Madu,8,9.00,0,0,0,0,0,0,15,55,0,0,10,72,0,0,0,0
Zach Miller,9,9.00,0,0,0,0,0,0,0,0,0,0,4,42,1,0,0,0
Sammy Morris,7,9.00,0,0,0,0,0,0,28,98,0,0,5,13,0,0,0,0
Logan Paulsen,5,9.00,0,0,0,0,0,0,0,0,0,0,11,138,0,0,0,0
Dante Rosario,6,9.00,0,0,0,0,0,0,0,0,0,0,7,117,0,0,0,0
Brandon Banks,5,8.00,1,1,49,1,0,0,1,1,0,0,1,10,0,0,0,0
Bernard Berrian,9,8.00,0,0,0,0,0,0,0,0,0,0,7,91,0,0,0,0
Colin Cochart,7,8.00,0,0,0,0,0,0,0,0,0,0,5,44,1,0,0,0
Daniel Graham,6,8.00,0,0,0,0,0,0,0,0,0,0,2,25,1,0,0,0
Chad Hall,7,8.00,0,0,0,0,0,0,3,13,0,0,3,20,1,0,0,0
Matt Leinart,11,8.00,13,10,57,1,0,0,1,-1,0,0,0,0,0,0,0,0
Ruvell Martin,7,8.00,0,0,0,0,0,0,0,0,0,0,7,82,0,0,0,0
Michael Palmer,8,8.00,0,0,0,0,0,0,0,0,0,0,10,72,1,0,0,0
Brandon Saine,8,8.00,0,0,0,0,0,0,18,69,0,0,10,69,0,0,0,0
Weslye Saunders,11,8.00,0,0,0,0,0,0,0,0,0,0,4,29,1,0,0,0
Cecil Shorts,9,8.00,0,0,0,0,0,0,0,0,0,0,2,30,1,0,0,0
Jerheme Urban,6,8.00,0,0,0,0,0,0,1,7,0,0,4,35,1,0,0,0
Josh Baker,8,7.00,0,0,0,0,0,0,0,0,0,0,3,27,1,0,0,0
Lorenzo Booker,9,7.00,0,0,0,0,0,0,13,52,0,0,8,82,0,0,2,0
John Conner,8,7.00,0,0,0,0,0,0,13,44,1,0,2,9,0,0,0,0
Tom Crabtree,8,7.00,0,0,0,0,0,0,0,0,0,0,6,38,1,0,0,0
Kevin Faulk,7,7.00,0,0,0,0,0,0,17,57,0,0,7,34,0,0,0,0
Bruce Gradkowski,7,7.00,18,8,109,1,1,0,3,1,0,0,0,0,0,0,0,0
Michael Hoomanawanui,5,7.00,0,0,0,0,0,0,0,0,0,0,7,83,0,0,0,0
Greg Jones,9,7.00,0,0,0,0,0,0,2,7,1,0,4,19,0,0,0,0
Taiwan Jones,8,7.00,0,0,0,0,0,0,16,73,0,0,2,25,0,0,0,0
Eric Weems,8,7.00,0,0,0,0,0,0,0,0,0,0,11,90,0,0,0,0
Billy Bajema,5,6.00,0,0,0,0,0,0,0,0,0,0,9,71,0,0,0,0
Ramses Barden,7,6.00,0,0,0,0,0,0,0,0,0,0,9,94,0,0,0,0
Richard Bartel,6,6.00,22,10,86,1,1,0,1,9,0,0,0,0,0,0,0,0
Charlie Batch,11,6.00,24,15,208,0,1,0,3,-2,0,0,0,0,0,0,0,0
Richie Brockel,9,6.00,0,0,0,0,0,0,3,12,1,0,3,13,0,0,0,0
Keary Colbert,6,6.00,0,0,0,0,0,0,0,0,0,0,9,89,0,0,0,0
Chris Cooley,5,6.00,0,0,0,0,0,0,2,3,0,0,8,65,0,0,0,0
Lee Evans,5,6.00,0,0,0,0,0,0,0,0,0,0,4,74,0,0,0,0
John Gilmore,11,6.00,0,0,0,0,0,0,0,0,0,0,3,20,1,0,0,0
Henry Hynoski,7,6.00,0,0,0,0,0,0,0,0,0,0,12,83,0,0,0,0
Spencer Larsen,6,6.00,0,0,0,0,0,0,14,44,0,0,9,76,0,0,0,0
Vonta Leach,5,6.00,0,0,0,0,0,0,12,35,0,0,15,69,0,0,0,0
Cameron Morrah,6,6.00,0,0,0,0,0,0,1,1,0,0,6,74,0,0,0,0
Luke Stocker,8,6.00,0,0,0,0,0,0,0,0,0,0,12,92,0,0,0,0
Ryan Taylor,8,6.00,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
Colin Cloherty,7,5.00,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0
Rashied Davis,9,5.00,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0
Jon Kitna,5,5.00,10,6,87,1,2,0,3,-2,0,0,0,0,0,0,0,0
Armando Allen,8,4.00,0,0,0,0,0,0,15,48,0,0,0,0,0,0,0,0
Danny Amendola,5,4.00,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0
Rock Cartwright,8,4.00,0,0,0,0,0,0,4,45,0,0,4,24,0,0,0,0
Erik Lorig,8,4.00,0,0,0,0,0,0,0,0,0,0,6,53,0,0,0,0
Brit Miller,5,4.00,0,0,0,0,0,0,5,14,0,0,3,41,0,0,0,0
Matthew Mulligan,8,4.00,0,0,0,0,0,0,0,0,0,0,5,58,0,0,0,0
Zach Potter,9,4.00,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0
Chris Redman,8,4.00,28,18,188,0,1,0,5,-6,0,0,0,0,0,0,0,0
Anthony Sherman,6,4.00,0,0,0,0,0,0,1,3,0,0,8,72,0,0,0,0
Sammie Stroughter,8,4.00,0,0,0,0,0,0,0,0,0,0,4,52,0,0,1,0
Stephen Burton,9,3.00,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0
Deon Butler,6,3.00,0,0,0,0,0,0,0,0,0,0,6,51,0,0,0,0
Jeff Cumberland,8,3.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
Kris Durham,6,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Tony Fiammetta,5,3.00,0,0,0,0,0,0,4,4,0,0,3,39,0,0,0,0
Ahmard Hall,6,3.00,0,0,0,0,0,0,6,24,0,0,9,46,0,0,1,0
DuJuan Harris,9,3.00,0,0,0,0,0,0,9,42,0,0,1,4,0,0,0,0
Luke McCown,9,3.00,56,30,296,0,4,0,7,23,0,0,0,0,0,0,1,0
Jake O'Connell,6,3.00,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,0
Kassim Osgood,9,3.00,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0
Montell Owens,9,3.00,0,0,0,0,0,0,10,39,0,0,2,2,0,0,0,0
Taylor Price,9,3.00,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0
Matt Slater,7,3.00,0,0,0,0,0,0,0,0,0,0,1,46,0,0,1,0
Kory Sperry,6,3.00,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0
Devin Thomas,7,3.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
LaQuan Williams,5,3.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Adrian Arrington,11,2.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
Anthony Becht,6,2.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
Kyle Boller,8,2.00,28,15,161,0,3,0,9,38,0,0,0,0,0,0,0,0
Kevin Brock,7,2.00,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0
Mike Caussin,7,2.00,0,0,0,0,0,0,0,0,0,0,5,41,0,0,0,0
Mark Clayton,5,2.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
Tyler Clutts,8,2.00,0,0,0,0,0,0,0,0,0,0,8,48,0,0,0,0
Jim Dray,6,2.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Garrett Graham,11,2.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0
Jerome Harrison,9,2.00,0,0,0,0,0,0,14,41,0,0,1,3,0,0,0,0
Will Heller,9,2.00,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0
Quinn Johnson,8,2.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
J.P. Losman,5,2.00,10,6,60,0,0,0,2,1,0,0,0,0,0,0,0,0
Owen Marecic,5,2.00,0,0,0,0,0,0,4,8,0,0,5,31,0,0,0,0
Carlton Mitchell,5,2.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Jerious Norwood,5,2.00,1,0,0,0,1,0,24,61,0,0,0,0,0,0,0,0
Niles Paul,5,2.00,0,0,0,0,0,0,1,7,0,0,2,25,0,0,0,0
Zack Pianalto,8,2.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0
Bilal Powell,8,2.00,0,0,0,0,0,0,13,21,0,0,1,7,0,0,0,0
Andrew Quarless,8,2.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Brian Robiskie,5,2.00,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
DeMarco Sampson,6,2.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
Owen Schmitt,7,2.00,0,0,0,0,0,0,4,6,0,0,3,32,0,0,0,0
Manase Tonga,8,2.00,0,0,0,0,0,0,1,12,0,0,3,18,0,0,0,0
Tiquan Underwood,9,2.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Josh Vaughan,9,2.00,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0
Lawrence Vickers,11,2.00,0,0,0,0,0,0,1,0,0,0,4,29,0,0,0,0
Bryan Walters,6,2.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0
Ryan Whalen,7,2.00,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
Johnny White,7,2.00,0,0,0,0,0,0,12,38,0,0,1,-3,0,0,0,0
Emmanuel Arceneaux,9,1.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
David Ausberry,8,1.00,0,0,0,0,0,0,1,-2,0,0,2,14,0,0,0,0
Brock Bolen,9,1.00,0,0,0,0,0,0,2,14,0,0,2,6,0,0,0,0
Mark Brunell,8,1.00,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Cameron,5,1.00,0,0,0,0,0,0,0,0,0,0,6,33,0,0,0,0
Thomas Clayton,5,1.00,0,0,0,0,0,0,8,12,0,0,1,3,0,0,0,0
Brody Eldridge,11,1.00,0,0,0,0,0,0,0,0,0,0,9,45,0,0,0,0
Jerome Felton,11,1.00,0,0,0,0,0,0,3,10,0,0,4,40,0,0,0,0
Edmond Gates,5,1.00,0,0,0,0,0,0,1,4,0,0,2,19,0,0,0,0
Alexander Green,8,1.00,0,0,0,0,0,0,3,11,0,0,1,6,0,0,0,0
Shaun Hill,9,1.00,3,2,33,0,0,0,1,-1,0,0,0,0,0,0,0,0
Colin Kaepernick,7,1.00,5,3,35,0,0,0,2,-2,0,0,0,0,0,0,0,0
Reagan Maui'a,6,1.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Roscoe Parrish,7,1.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Justin Peelle,7,1.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
Chris Pressley,7,1.00,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Mike Sellers,5,1.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Jordan Shipley,7,1.00,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0
Lee Smith,7,1.00,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
Chansi Stuckey,6,1.00,0,0,0,0,0,0,0,0,0,0,4,39,0,0,1,0
Chauncey Washington,5,1.00,0,0,0,0,0,0,1,-1,0,0,2,13,0,0,0,0
Eddie Williams,5,1.00,0,0,0,0,0,0,2,2,0,0,1,17,0,0,0,0
Seyi Ajirotutu,9,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Anthony Allen,5,0.00,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
Derek Anderson,9,0.00,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
Tom Brandstater,5,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Brown,9,0.00,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0
Shaun Chapas,5,0.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Mike Cox,6,0.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
Ryan D'Imperio,9,0.00,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
Chase Daniel,11,0.00,5,4,29,0,0,0,3,-3,0,0,0,0,0,0,0,0
Julian Edelman,7,0.00,0,0,0,0,0,0,4,8,0,0,4,34,0,0,1,0
Armanti Edwards,9,0.00,1,1,11,0,0,0,1,5,0,0,0,0,0,0,0,0
Mike Goodson,9,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Richard Gordon,8,0.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Virgil Green,6,0.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0
Michael Higgins,11,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Anthony Hill,11,0.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
Jeremy Horne,6,0.00,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
Brian Hoyer,7,0.00,1,1,22,0,0,0,4,-3,0,0,0,0,0,0,0,0
Larry Johnson,5,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Reggie Kelly,8,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Jim Kleinsasser,9,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Stefan Logan,9,0.00,0,0,0,0,0,0,9,32,0,0,1,19,0,0,2,0
Ryan Mahaffey,5,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Steve Maneri,6,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Marc Mariani,6,0.00,0,0,0,0,0,0,1,4,0,0,5,24,0,0,0,0
Jeron Mastrud,5,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Corey McIntyre,7,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Nick Miller,5,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Cedric Peerman,7,0.00,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0
Allen Reisner,9,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Da'Rel Scott,7,0.00,0,0,0,0,0,0,5,16,0,0,2,13,0,0,1,0
Armond Smith,5,0.00,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Stephen Spach,5,0.00,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Micheal Spurlock,8,0.00,1,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Brandon Stokley,7,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Maurice Stovall,9,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Brett Swain,7,0.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Tyrod Taylor,5,0.00,1,1,18,0,0,0,1,2,0,0,0,0,0,0,0,0
David Thomas,11,0.00,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0
Julius Thomas,6,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Billy Volek,6,0.00,0,0,0,0,0,0,5,-5,0,0,0,0,0,0,0,0
D.J. Williams,8,0.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Quan Cosby,11,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mike Kafka,7,-1.00,16,11,107,0,2,0,3,0,0,0,0,0,0,0,0,0
David Reed,5,-1.00,0,0,0,0,0,0,1,16,0,0,0,0,0,0,2,0
Brandon Tate,7,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tyler Thigpen,7,-2.00,8,3,25,0,1,0,1,8,0,0,0,0,0,0,0,0
