,,Passing,,,,,,Rushing,,,,Receiving,,,,Fumbles,
Brandon Weeden,11,24.00,41,24,303,3,2,0,6,-1,0,0,0,0,0,0,0,0
DeAngelo Williams,12,24.00,0,0,0,0,0,0,62,219,0,0,5,44,0,0,1,0
Kerwynn Williams,10,24.00,0,0,0,0,0,0,53,246,0,0,2,11,0,0,0,0
Garrett Graham,10,23.00,0,0,0,0,0,0,0,0,0,0,18,197,1,0,0,0
Ryan Mallett,10,23.00,75,41,400,2,2,0,6,-2,0,0,0,0,0,0,0,0
Greg Salas,11,23.00,0,0,0,0,0,0,1,20,1,0,8,167,0,0,0,0
Albert Wilson,6,23.00,0,0,0,0,0,0,0,0,0,0,16,260,0,0,0,0
Matt Hasselbeck,10,22.00,44,30,301,2,0,0,8,-11,0,0,0,0,0,0,1,0
Rishard Matthews,5,22.00,0,0,0,0,0,0,1,3,0,0,12,135,2,0,0,0
Brandon Tate,4,22.00,0,0,0,0,0,0,3,21,0,0,17,193,1,0,1,0
Kenbrell Thompkins,5,22.00,0,0,0,0,0,0,2,5,0,0,21,262,0,0,0,0
Danny Amendola,10,21.00,0,0,0,0,0,0,0,0,0,0,27,200,1,0,0,0
Marlon Brown,11,21.00,0,0,0,0,0,0,0,0,0,0,24,255,0,0,0,0
Bilal Powell,11,21.00,0,0,0,0,0,0,33,141,1,0,11,92,0,0,0,0
Jack Doyle,10,20.00,0,0,0,0,0,0,0,0,0,0,18,118,2,0,0,0
Knowshon Moreno,5,20.00,0,0,0,0,0,0,31,148,1,0,1,8,0,0,0,0
Silas Redd,10,20.00,0,0,0,0,0,0,16,75,1,0,8,107,0,0,0,0
Benjamin Watson,6,20.00,0,0,0,0,0,0,0,0,0,0,20,136,2,0,0,0
Chris Givens,4,19.00,0,0,0,0,0,0,1,4,0,0,11,159,1,0,0,0
Ladarius Green,10,19.00,0,0,0,0,0,0,0,0,0,0,19,226,0,0,0,0
Jonathan Grimes,10,19.00,0,0,0,0,0,0,39,153,0,0,6,86,0,0,0,0
Chris Owusu,11,19.00,0,0,0,0,0,0,1,23,1,0,6,78,1,0,0,0
Jacob Tamme,4,19.00,0,0,0,0,0,0,0,0,0,0,14,109,2,0,1,0
Eric Weems,9,19.00,0,0,0,0,0,0,0,0,0,0,10,102,2,0,0,0
Storm Johnson,11,18.00,0,0,0,0,0,0,29,86,2,0,1,-4,0,0,0,0
Kyle Juszczyk,11,18.00,0,0,0,0,0,0,0,0,0,0,19,182,1,0,2,0
Joe McKnight,6,18.00,0,0,0,0,0,0,1,3,0,0,6,64,2,0,0,0
Tony Moeaki,4,18.00,0,0,0,0,0,0,0,0,0,0,8,134,1,0,0,0
Adam Thielen,10,18.00,0,0,0,0,0,0,0,0,0,0,8,137,1,0,0,0
Mike Williams,9,18.00,0,0,0,0,0,0,0,0,0,0,8,142,1,0,0,0
Brenton Bersin,12,17.00,0,0,0,0,0,0,0,0,0,0,13,151,1,0,0,0
Jimmy Clausen,12,17.00,48,26,223,2,1,0,3,9,0,0,0,0,0,0,0,0
Marquess Wilson,9,17.00,0,0,0,0,0,0,0,0,0,0,17,140,1,0,0,0
Ka'Deem Carey,9,16.00,0,0,0,0,0,0,36,158,0,0,5,57,0,0,0,0
James Casey,7,16.00,0,0,0,0,0,0,0,0,0,0,3,59,2,0,0,0
Peyton Hillis,8,16.00,0,0,0,0,0,0,26,115,0,0,10,87,0,0,0,0
Christine Michael,4,16.00,0,0,0,0,0,0,34,175,0,0,1,12,0,0,0,0
Brandon Myers,7,16.00,0,0,0,0,0,0,0,0,0,0,22,190,0,0,0,0
Donnie Avery,6,15.00,0,0,0,0,0,0,0,0,0,0,15,176,0,0,1,0
Ed Dickson,12,15.00,0,0,0,0,0,0,0,0,0,0,10,115,1,0,0,0
Crockett Gillmore,11,15.00,0,0,0,0,0,0,0,0,0,0,10,121,1,0,0,0
Austin Pettis,4,15.00,0,0,0,0,0,0,0,0,0,0,12,118,1,0,0,0
Michael Campanaro,11,14.00,0,0,0,0,0,0,0,0,0,0,7,102,1,0,0,0
Ted Ginn Jr.,4,14.00,1,1,10,0,0,0,3,6,0,0,14,190,0,0,0,0
Dontrelle Inman,10,14.00,0,0,0,0,0,0,0,0,0,0,12,158,0,0,0,0
Joseph Morgan,6,14.00,0,0,0,0,0,0,1,67,0,0,4,92,0,0,0,0
Zurlon Tipton,10,14.00,0,0,0,0,0,0,10,18,0,0,6,68,1,0,0,0
Gary Barnidge,4,13.00,0,0,0,0,0,0,0,0,0,0,13,156,0,0,0,0
Joseph Fauria,9,13.00,0,0,0,0,0,0,0,0,0,0,6,74,1,1,0,0
T.J. Graham,11,13.00,0,0,0,0,0,0,0,0,0,0,3,87,1,0,0,0
Rod Streater,5,13.00,0,0,0,0,0,0,0,0,0,0,9,84,1,0,0,0
Mike Tolbert,12,13.00,0,0,0,0,0,0,37,78,0,0,12,93,0,0,0,0
Brian Tyms,10,13.00,0,0,0,0,0,0,0,0,0,0,5,82,1,0,0,0
Brandon Bolden,10,12.00,0,0,0,0,0,0,28,89,1,0,2,8,0,0,0,0
Rex Burkhead,4,12.00,0,0,0,0,0,0,9,27,1,0,7,49,0,0,0,0
Orleans Darkwa,8,12.00,0,0,0,0,0,0,9,23,1,0,5,48,0,0,0,0
Jimmy Garoppolo,10,12.00,27,19,182,1,0,0,10,9,0,0,0,0,0,0,0,0
Virgil Green,4,12.00,0,0,0,0,0,0,2,3,0,0,6,74,1,0,0,0
Maurice Jones-Drew,5,12.00,0,0,0,0,0,0,43,96,0,0,11,71,0,0,0,0
Josh Morgan,9,12.00,0,0,0,0,0,0,2,30,0,0,10,70,1,0,0,0
Jamize Olawale,5,12.00,0,0,0,0,0,0,2,0,0,0,5,18,2,0,0,0
Dennis Pitta,11,12.00,0,0,0,0,0,0,0,0,0,0,16,125,0,0,0,0
Matt Spaeth,12,12.00,0,0,0,0,0,0,0,0,0,0,3,46,1,1,0,0
Vincent Brown,5,11.00,0,0,0,0,0,0,0,0,0,0,12,118,0,0,0,0
Chase Coffman,9,11.00,0,0,0,0,0,0,0,0,0,0,6,64,1,0,0,0
Jonathan Dwyer,4,11.00,0,0,0,0,0,0,16,51,1,0,2,8,0,0,0,0
MarQueis Gray,9,11.00,0,0,0,0,0,0,0,0,0,0,9,134,0,0,0,0
Ryan Griffin,10,11.00,0,0,0,0,0,0,0,0,0,0,10,91,1,0,0,0
Cory Harkey,4,11.00,0,0,0,0,0,0,0,0,0,0,8,55,1,1,0,0
John Kuhn,9,11.00,0,0,0,0,0,0,24,85,1,0,4,23,0,0,0,0
Christian Ponder,10,11.00,44,22,222,0,2,0,4,16,1,0,0,0,0,0,0,0
Anthony Sherman,6,11.00,0,0,0,0,0,0,2,8,0,0,10,71,1,0,0,0
Joe Banyard,10,10.00,0,0,0,0,0,0,21,88,0,0,9,62,0,0,0,0
Patrick DiMarco,9,10.00,0,0,0,0,0,0,0,0,0,0,9,62,1,0,0,0
Marion Grice,4,10.00,1,0,0,0,0,0,15,41,1,0,7,29,0,0,0,0
Robert Herron,7,10.00,0,0,0,0,0,0,1,0,0,0,6,58,1,0,0,0
Rob Housler,4,10.00,0,0,0,0,0,0,1,1,0,0,9,129,0,0,0,0
Robert Hughes,4,10.00,0,0,0,0,0,0,7,11,0,0,8,140,0,0,0,0
Johnny Manziel,4,10.00,35,18,175,0,2,0,9,29,1,0,0,0,0,0,0,0
Santana Moss,10,10.00,0,0,0,0,0,0,0,0,0,0,10,116,0,0,0,0
Corey Washington,8,10.00,0,0,0,0,0,0,0,0,0,0,5,52,1,0,0,0
Jed Collins,9,9.00,0,0,0,0,0,0,8,19,0,0,5,39,1,0,0,0
John Conner,8,9.00,0,0,0,0,0,0,6,20,0,0,2,35,1,0,0,0
Chris Gragg,9,9.00,0,0,0,0,0,0,0,0,0,0,7,48,1,0,0,0
Jacoby Jones,11,9.00,0,0,0,0,0,0,3,16,0,0,9,131,0,0,2,0
Robert Meachem,6,9.00,0,0,0,0,0,0,0,0,0,0,7,114,0,0,0,0
Chris Ogbonnaya,8,9.00,0,0,0,0,0,0,14,50,1,0,0,0,0,0,0,0
Logan Paulsen,10,9.00,0,0,0,0,0,0,0,0,0,0,13,78,1,0,1,0
Adrien Robinson,8,9.00,0,0,0,0,0,0,0,0,0,0,5,50,1,0,0,0
Logan Thomas,4,9.00,9,1,81,1,0,0,0,0,0,0,0,0,0,0,0,0
Chris Thompson,10,9.00,0,0,0,0,0,0,3,12,0,0,6,27,1,0,0,0
James Wright,4,9.00,0,0,0,0,0,0,3,30,0,0,5,91,0,0,0,0
Jackie Battle,9,8.00,0,0,0,0,0,0,5,9,1,0,5,28,0,0,0,0
Derek Carrier,8,8.00,0,0,0,0,0,0,1,2,0,0,9,105,0,0,0,0
Derrick Coleman,4,8.00,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0
Jerome Felton,10,8.00,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,1
Dwayne Harris,11,8.00,0,0,0,0,0,0,4,7,0,0,7,116,0,0,2,0
Junior Hemingway,6,8.00,0,0,0,0,0,0,0,0,0,0,12,108,0,0,0,0
Austin Johnson,6,8.00,0,0,0,0,0,0,8,22,0,0,2,15,1,0,0,0
Kevin Norwood,4,8.00,0,0,0,0,0,0,0,0,0,0,9,102,0,0,0,0
Adrian Peterson,10,8.00,0,0,0,0,0,0,21,75,0,0,2,18,0,0,0,0
Darrin Reaves,12,8.00,0,0,0,0,0,0,31,78,0,0,5,31,0,0,0,0
Dane Sanzenbacher,4,8.00,0,0,0,0,0,0,1,-1,0,0,9,105,0,0,1,0
Lee Smith,9,8.00,0,0,0,0,0,0,0,0,0,0,7,42,1,0,0,0
Chase Daniel,6,7.00,28,16,157,0,0,0,4,15,0,0,0,0,0,0,0,0
C.J. Fiedorowicz,10,7.00,0,0,0,0,0,0,0,0,0,0,4,28,1,0,0,0
Blaine Gabbert,8,7.00,7,3,38,1,0,0,1,5,0,0,0,0,0,0,0,0
Cyrus Gray,6,7.00,0,0,0,0,0,0,8,31,1,0,0,0,0,0,0,0
Nic Jacobs,11,7.00,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0
A.J. Jenkins,6,7.00,0,0,0,0,0,0,2,-2,0,0,9,93,0,0,0,0
Brian Leonhardt,5,7.00,0,0,0,0,0,0,0,0,0,0,6,35,1,0,0,0
Matt McGloin,5,7.00,19,12,129,1,2,0,2,3,0,0,0,0,0,0,0,0
Zach Miller,4,7.00,0,0,0,0,0,0,0,0,0,0,6,76,0,0,0,0
Brock Osweiler,4,7.00,10,4,52,1,0,0,8,0,0,0,0,0,0,0,0,0
Dante Rosario,9,7.00,0,0,0,0,0,0,0,0,0,0,16,116,0,1,1,0
Zach Sudfeld,11,7.00,0,0,0,0,0,0,0,0,0,0,5,85,0,0,0,0
Brandon Bostick,9,6.00,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0
Mike Brown,11,6.00,0,0,0,0,0,0,0,0,0,0,7,88,0,0,1,0
DuJuan Harris,9,6.00,0,0,0,0,0,0,16,64,0,0,1,11,0,0,0,0
Ryan Hewitt,4,6.00,0,0,0,0,0,0,1,0,0,0,10,86,0,0,0,0
Josh Huff,7,6.00,0,0,0,0,0,0,1,7,0,0,8,98,0,0,1,0
Erik Lorig,6,6.00,0,0,0,0,0,0,3,4,0,0,9,27,1,0,1,0
Denarius Moore,5,6.00,0,0,0,0,0,0,1,1,0,0,12,115,0,0,1,0
Michael Palmer,12,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Bear Pascoe,9,6.00,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0
John Phillips,10,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Russell Shepard,7,6.00,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0
Frank Summers,9,6.00,0,0,0,0,0,0,6,17,1,0,5,9,0,0,0,0
Will Ta'ufo'ou,11,6.00,0,0,0,0,0,0,0,0,0,0,7,81,0,0,0,0
Justin Brown,12,5.00,0,0,0,0,0,0,0,0,0,0,12,94,0,0,1,0
Ronnie Brown,10,5.00,0,0,0,0,0,0,20,63,0,0,5,44,0,0,0,0
Garrett Celek,8,5.00,0,0,0,0,0,0,0,0,0,0,2,53,0,0,0,0
Kris Durham,9,5.00,0,0,0,0,0,0,0,0,0,0,6,54,0,0,0,0
Darren Fells,4,5.00,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0
Marquise Goodwin,9,5.00,0,0,0,0,0,0,3,8,0,0,1,42,0,0,0,0
Ryan Grant,10,5.00,0,0,0,0,0,0,0,0,0,0,7,68,0,0,0,0
Santonio Holmes,9,5.00,0,0,0,0,0,0,0,0,0,0,8,67,0,0,0,0
Jorvorskie Lane,7,5.00,0,0,0,0,0,0,3,58,0,0,1,3,0,0,0,0
Greg Little,5,5.00,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0
Keshawn Martin,10,5.00,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,0
Cedric Peerman,4,5.00,0,0,0,0,0,0,15,43,0,0,3,27,0,0,0,0
George Winn,9,5.00,0,0,0,0,0,0,19,73,0,0,0,0,0,0,0,0
Danny Woodhead,10,5.00,0,0,0,0,0,0,15,38,0,0,5,34,0,0,0,0
Andre Caldwell,4,4.00,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0
Will Johnson,12,4.00,0,0,0,0,0,0,2,0,0,0,6,41,0,0,0,0
Kevin Ogletree,9,4.00,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0
Quinton Patton,8,4.00,0,0,0,0,0,0,1,20,0,0,3,44,0,0,1,0
Brandon Pettigrew,9,4.00,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0
Connor Shaw,4,4.00,28,14,177,0,1,0,7,9,0,0,0,0,0,0,1,0
Bryan Walters,4,4.00,0,0,0,0,0,0,1,-2,0,0,6,57,0,0,0,0
James White,10,4.00,0,0,0,0,0,0,9,38,0,0,5,23,0,0,0,0
Dri Archer,12,3.00,0,0,0,0,0,0,10,40,0,0,7,23,0,0,0,0
Tommy Bohanon,11,3.00,0,0,0,0,0,0,1,3,0,0,2,30,0,0,0,0
James Develin,10,3.00,0,0,0,0,0,0,3,5,0,0,6,43,0,0,0,0
Tyler Eifert,4,3.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
James Hanna,11,3.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Michael Hoomanawanui,10,3.00,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0
Jerrel Jernigan,8,3.00,0,0,0,0,0,0,1,-2,0,0,6,40,0,0,0,0
Jeff Maehl,7,3.00,0,0,0,0,0,0,0,0,0,0,5,46,0,0,0,0
David Nelson,11,3.00,0,0,0,0,0,0,0,0,0,0,8,65,0,0,0,0
DeVier Posey,10,3.00,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
Ace Sanders,11,3.00,0,0,0,0,0,0,0,0,0,0,6,55,0,0,1,0
Fitzgerald Toussaint,11,3.00,0,0,0,0,0,0,6,12,0,0,3,27,0,0,0,0
Trey Watts,4,3.00,0,0,0,0,0,0,7,30,0,0,3,18,0,0,0,0
Brandon Williams,12,3.00,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0
Seyi Ajirotutu,10,2.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
Ryan Broyles,9,2.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Michael Cox,8,2.00,0,0,0,0,0,0,4,33,0,0,2,9,0,0,0,0
Aaron Dobson,10,2.00,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0
Frankie Hammond,6,2.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
Ryan Nassib,8,2.00,5,4,60,0,0,0,2,-3,0,0,0,0,0,0,0,0
Troy Niklas,4,2.00,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0
Jay Prosch,10,2.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0
Tom Savage,10,2.00,19,10,127,0,1,0,6,-6,0,0,0,0,0,0,1,0
Craig Stevens,9,2.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
Phillip Supernaw,6,2.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Taylor Thompson,9,2.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
Ray Agnew,4,1.00,0,0,0,0,0,0,2,2,0,0,3,15,0,0,0,0
Antonio Andrews,9,1.00,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
David Ausberry,5,1.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Jarrett Boykin,9,1.00,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0
Cameron Brate,7,1.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
Kevin Brock,4,1.00,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0
Trey Burton,7,1.00,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0
Jason Campbell,4,1.00,19,11,74,0,0,0,1,1,0,0,0,0,0,0,1,0
Shaun Draughn,4,1.00,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0
Demetrius Harris,6,1.00,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0
Darrius Heyward-Bey,12,1.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,1,0
Harold Hoskins,4,1.00,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0
Mike James,7,1.00,0,0,0,0,0,0,19,37,0,0,1,-5,0,0,0,0
Jeff Janis,9,1.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Tavarres King,11,1.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Cody Latimer,4,1.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
Brian Leonard,6,1.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Vance McDonald,8,1.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,1,0
Solomon Patton,4,1.00,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0
Courtney Roby,9,1.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Matt Simms,11,1.00,8,3,39,0,0,0,1,2,0,0,0,0,0,0,0,0
Alfonso Smith,8,1.00,0,0,0,0,0,0,7,19,0,0,3,11,0,0,0,0
Brad Smith,7,1.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Jeremy Stewart,4,1.00,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0
Luke Stocker,7,1.00,0,0,0,0,0,0,0,0,0,0,7,41,0,0,0,0
Devin Street,11,1.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
Joe Webb,12,1.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Griff Whalen,10,1.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,1,0
Damian Williams,4,1.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
Edwin Baker,4,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Matt Barkley,7,0.00,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Kellen Clemens,10,0.00,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Clutts,11,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Joshua Cribbs,10,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Kevin Dorsey,9,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Bruce Gradkowski,12,0.00,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
Josh Harris,12,0.00,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0
Henry Hynoski,8,0.00,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0
Tarvaris Jackson,4,0.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaMichael James,5,0.00,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0
Marcel Jensen,11,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
David Johnson,10,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Matt Moore,5,0.00,4,2,21,0,0,0,2,-2,0,0,0,0,0,0,0,0
Jordan Palmer,9,0.00,3,1,7,0,0,0,1,-1,0,0,0,0,0,0,0,0
Jalen Parmele,4,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senorise Perry,9,0.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
Aldrick Robinson,10,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Micheal Spurlock,9,0.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Tyrod Taylor,11,0.00,0,0,0,0,0,0,4,-3,0,0,0,0,0,0,0,0
Will Tukuafu,4,0.00,0,0,0,0,0,0,1,2,0,0,1,4,0,0,0,0
Chris Williams,9,0.00,0,0,0,0,0,0,1,-8,0,0,0,0,0,0,0,0
T.J. Yates,9,0.00,4,3,64,0,1,0,0,0,0,0,0,0,0,0,0,0
Isaiah Burse,4,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tauren Poole,11,-1.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Walter Powell,11,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jalen Saunders,6,-1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0
Marcus Thigpen,9,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matt Flynn,9,-2.00,16,8,66,0,1,0,10,-10,0,0,0,0,0,0,1,0
Matt Schaub,5,-3.00,10,5,57,0,2,0,0,0,0,0,0,0,0,0,1,0
